"","tissue_roi1","tissue_roi2","tissue_roi3","tissue_roi4","roi_label"
"5020",FALSE,FALSE,FALSE,FALSE,NA
"5021",FALSE,FALSE,FALSE,FALSE,NA
"5022",FALSE,FALSE,FALSE,FALSE,NA
"5023",FALSE,FALSE,FALSE,FALSE,NA
"5024",FALSE,FALSE,FALSE,FALSE,NA
"5025",FALSE,FALSE,FALSE,FALSE,NA
"5026",FALSE,FALSE,FALSE,FALSE,NA
"5027",FALSE,FALSE,FALSE,FALSE,NA
"5028",FALSE,FALSE,FALSE,FALSE,NA
"5029",FALSE,FALSE,FALSE,FALSE,NA
"5030",FALSE,FALSE,FALSE,FALSE,NA
"5031",FALSE,FALSE,FALSE,FALSE,NA
"5032",FALSE,FALSE,FALSE,FALSE,NA
"5033",FALSE,FALSE,FALSE,FALSE,NA
"5034",FALSE,FALSE,FALSE,FALSE,NA
"5035",FALSE,FALSE,FALSE,FALSE,NA
"5036",FALSE,FALSE,FALSE,FALSE,NA
"5037",FALSE,FALSE,FALSE,FALSE,NA
"5038",FALSE,FALSE,FALSE,FALSE,NA
"5039",FALSE,FALSE,FALSE,FALSE,NA
"5040",FALSE,FALSE,FALSE,FALSE,NA
"5041",FALSE,FALSE,FALSE,FALSE,NA
"5042",FALSE,FALSE,FALSE,FALSE,NA
"5043",FALSE,FALSE,FALSE,FALSE,NA
"5044",FALSE,FALSE,FALSE,FALSE,NA
"5045",FALSE,FALSE,FALSE,FALSE,NA
"5046",FALSE,FALSE,FALSE,FALSE,NA
"5047",FALSE,FALSE,FALSE,FALSE,NA
"5048",FALSE,FALSE,FALSE,FALSE,NA
"5049",FALSE,FALSE,FALSE,FALSE,NA
"5050",FALSE,FALSE,FALSE,FALSE,NA
"5051",FALSE,FALSE,FALSE,FALSE,NA
"5052",FALSE,FALSE,FALSE,FALSE,NA
"5053",FALSE,FALSE,FALSE,FALSE,NA
"5054",FALSE,FALSE,FALSE,FALSE,NA
"5055",FALSE,FALSE,FALSE,FALSE,NA
"5056",FALSE,FALSE,FALSE,FALSE,NA
"5057",FALSE,FALSE,FALSE,FALSE,NA
"5058",FALSE,FALSE,FALSE,TRUE,"Parenchyma"
"5059",FALSE,FALSE,FALSE,TRUE,"Parenchyma"
"5060",FALSE,FALSE,FALSE,FALSE,NA
"5061",FALSE,FALSE,FALSE,FALSE,NA
"5062",FALSE,FALSE,FALSE,FALSE,NA
"5063",FALSE,FALSE,FALSE,FALSE,NA
"5064",FALSE,FALSE,FALSE,FALSE,NA
"5065",FALSE,FALSE,FALSE,FALSE,NA
"5066",FALSE,FALSE,FALSE,FALSE,NA
"5067",FALSE,FALSE,FALSE,FALSE,NA
"5068",FALSE,FALSE,FALSE,FALSE,NA
"5069",FALSE,FALSE,FALSE,FALSE,NA
"5070",FALSE,FALSE,FALSE,FALSE,NA
"5071",FALSE,FALSE,FALSE,FALSE,NA
"5072",FALSE,FALSE,FALSE,FALSE,NA
"5073",FALSE,FALSE,FALSE,FALSE,NA
"5074",FALSE,FALSE,FALSE,FALSE,NA
"5075",FALSE,FALSE,FALSE,FALSE,NA
"5076",FALSE,FALSE,FALSE,FALSE,NA
"5077",FALSE,FALSE,FALSE,FALSE,NA
"5078",FALSE,FALSE,FALSE,FALSE,NA
"5079",FALSE,FALSE,FALSE,FALSE,NA
"5080",FALSE,FALSE,FALSE,FALSE,NA
"5081",FALSE,FALSE,FALSE,FALSE,NA
"5082",FALSE,FALSE,FALSE,FALSE,NA
"5083",FALSE,FALSE,FALSE,FALSE,NA
"5084",FALSE,FALSE,FALSE,FALSE,NA
"5085",FALSE,FALSE,FALSE,FALSE,NA
"5086",FALSE,FALSE,FALSE,FALSE,NA
"5087",FALSE,FALSE,FALSE,FALSE,NA
"5088",FALSE,FALSE,FALSE,FALSE,NA
"5089",FALSE,FALSE,FALSE,FALSE,NA
"5090",FALSE,FALSE,FALSE,FALSE,NA
"5091",FALSE,FALSE,FALSE,FALSE,NA
"5092",FALSE,FALSE,FALSE,FALSE,NA
"5093",FALSE,FALSE,FALSE,FALSE,NA
"5094",FALSE,FALSE,FALSE,FALSE,NA
"5095",FALSE,FALSE,FALSE,FALSE,NA
"5096",FALSE,FALSE,FALSE,FALSE,NA
"5097",FALSE,FALSE,FALSE,FALSE,NA
"5098",FALSE,FALSE,FALSE,FALSE,NA
"5099",FALSE,FALSE,FALSE,FALSE,NA
"5100",FALSE,FALSE,FALSE,FALSE,NA
"5101",FALSE,FALSE,FALSE,FALSE,NA
"5102",FALSE,FALSE,FALSE,FALSE,NA
"5103",FALSE,FALSE,FALSE,FALSE,NA
"5104",FALSE,FALSE,FALSE,FALSE,NA
"5105",FALSE,FALSE,FALSE,FALSE,NA
"5106",FALSE,FALSE,FALSE,FALSE,NA
"5107",FALSE,FALSE,FALSE,FALSE,NA
"5108",FALSE,FALSE,FALSE,FALSE,NA
"5109",FALSE,FALSE,FALSE,FALSE,NA
"5110",FALSE,FALSE,FALSE,FALSE,NA
"5111",FALSE,FALSE,FALSE,FALSE,NA
"5112",FALSE,FALSE,FALSE,FALSE,NA
"5113",FALSE,FALSE,FALSE,FALSE,NA
"5114",FALSE,FALSE,FALSE,FALSE,NA
"5115",FALSE,FALSE,FALSE,FALSE,NA
"5116",FALSE,FALSE,FALSE,FALSE,NA
"5117",FALSE,FALSE,FALSE,FALSE,NA
"5118",FALSE,FALSE,FALSE,FALSE,NA
"5119",FALSE,FALSE,FALSE,FALSE,NA
"5120",FALSE,FALSE,FALSE,FALSE,NA
"5121",FALSE,FALSE,FALSE,FALSE,NA
"5122",FALSE,FALSE,FALSE,FALSE,NA
"5123",FALSE,FALSE,FALSE,FALSE,NA
"5124",FALSE,FALSE,FALSE,FALSE,NA
"5125",FALSE,FALSE,FALSE,FALSE,NA
"5126",FALSE,FALSE,FALSE,FALSE,NA
"5127",FALSE,FALSE,FALSE,FALSE,NA
"5128",FALSE,FALSE,FALSE,FALSE,NA
"5129",FALSE,FALSE,FALSE,FALSE,NA
"5130",FALSE,FALSE,FALSE,FALSE,NA
"5131",FALSE,FALSE,FALSE,FALSE,NA
"5132",FALSE,FALSE,FALSE,FALSE,NA
"5133",FALSE,FALSE,FALSE,FALSE,NA
"5134",FALSE,FALSE,FALSE,FALSE,NA
"5135",FALSE,FALSE,FALSE,FALSE,NA
"5136",FALSE,FALSE,FALSE,FALSE,NA
"5137",FALSE,FALSE,FALSE,FALSE,NA
"5138",FALSE,FALSE,FALSE,FALSE,NA
"5139",FALSE,FALSE,FALSE,FALSE,NA
"5140",FALSE,FALSE,FALSE,FALSE,NA
"5141",FALSE,FALSE,FALSE,FALSE,NA
"5142",FALSE,FALSE,FALSE,FALSE,NA
"5143",FALSE,FALSE,FALSE,FALSE,NA
"5144",FALSE,FALSE,FALSE,FALSE,NA
"5145",FALSE,FALSE,FALSE,FALSE,NA
"5146",FALSE,FALSE,FALSE,FALSE,NA
"5147",FALSE,FALSE,FALSE,FALSE,NA
"5148",FALSE,FALSE,FALSE,FALSE,NA
"5149",FALSE,FALSE,FALSE,FALSE,NA
"5150",FALSE,FALSE,FALSE,FALSE,NA
"5151",FALSE,FALSE,FALSE,FALSE,NA
"5152",FALSE,FALSE,FALSE,FALSE,NA
"5153",FALSE,FALSE,FALSE,FALSE,NA
"5154",FALSE,FALSE,FALSE,FALSE,NA
"5155",FALSE,FALSE,FALSE,FALSE,NA
"5156",FALSE,FALSE,FALSE,FALSE,NA
"5157",FALSE,FALSE,FALSE,FALSE,NA
"5158",FALSE,FALSE,FALSE,FALSE,NA
"5159",FALSE,FALSE,FALSE,FALSE,NA
"5160",FALSE,FALSE,FALSE,FALSE,NA
"5161",FALSE,FALSE,FALSE,FALSE,NA
"5162",FALSE,FALSE,FALSE,FALSE,NA
"5163",FALSE,FALSE,FALSE,FALSE,NA
"5164",FALSE,FALSE,FALSE,FALSE,NA
"5165",FALSE,FALSE,FALSE,FALSE,NA
"5166",FALSE,FALSE,FALSE,FALSE,NA
"5167",FALSE,FALSE,FALSE,FALSE,NA
"5168",FALSE,FALSE,FALSE,FALSE,NA
"5169",FALSE,FALSE,FALSE,FALSE,NA
"5170",FALSE,FALSE,FALSE,FALSE,NA
"5171",FALSE,FALSE,FALSE,FALSE,NA
"5172",FALSE,FALSE,FALSE,FALSE,NA
"5173",FALSE,FALSE,FALSE,FALSE,NA
"5174",FALSE,FALSE,FALSE,FALSE,NA
"5175",FALSE,FALSE,FALSE,FALSE,NA
"5176",FALSE,FALSE,FALSE,FALSE,NA
"5177",FALSE,FALSE,FALSE,FALSE,NA
"5178",FALSE,FALSE,FALSE,FALSE,NA
"5179",FALSE,FALSE,FALSE,FALSE,NA
"5180",FALSE,FALSE,FALSE,FALSE,NA
"5181",FALSE,FALSE,FALSE,FALSE,NA
"5182",FALSE,FALSE,FALSE,FALSE,NA
"5183",FALSE,FALSE,FALSE,FALSE,NA
"5184",FALSE,FALSE,FALSE,FALSE,NA
"5185",FALSE,FALSE,FALSE,FALSE,NA
"5186",FALSE,FALSE,FALSE,FALSE,NA
"5187",FALSE,FALSE,FALSE,FALSE,NA
"5188",FALSE,FALSE,FALSE,FALSE,NA
"5189",FALSE,FALSE,FALSE,FALSE,NA
"5190",FALSE,FALSE,FALSE,FALSE,NA
"5191",FALSE,FALSE,FALSE,FALSE,NA
"5192",FALSE,FALSE,FALSE,FALSE,NA
"5193",FALSE,FALSE,FALSE,FALSE,NA
"5194",FALSE,FALSE,FALSE,FALSE,NA
"5195",FALSE,FALSE,FALSE,FALSE,NA
"5196",FALSE,FALSE,FALSE,FALSE,NA
"5197",FALSE,FALSE,FALSE,FALSE,NA
"5198",FALSE,FALSE,FALSE,FALSE,NA
"5199",FALSE,FALSE,FALSE,FALSE,NA
"5200",FALSE,FALSE,FALSE,FALSE,NA
"5201",FALSE,FALSE,FALSE,FALSE,NA
"5202",FALSE,FALSE,FALSE,FALSE,NA
"5203",FALSE,FALSE,FALSE,FALSE,NA
"5204",FALSE,FALSE,FALSE,FALSE,NA
"5205",FALSE,FALSE,FALSE,FALSE,NA
"5206",FALSE,FALSE,FALSE,FALSE,NA
"5207",FALSE,FALSE,FALSE,FALSE,NA
"5208",FALSE,FALSE,FALSE,FALSE,NA
"5209",FALSE,FALSE,FALSE,FALSE,NA
"5210",FALSE,FALSE,FALSE,FALSE,NA
"5211",FALSE,FALSE,FALSE,FALSE,NA
"5212",FALSE,FALSE,FALSE,FALSE,NA
"5213",FALSE,FALSE,FALSE,FALSE,NA
"5214",FALSE,FALSE,FALSE,FALSE,NA
"5215",FALSE,FALSE,FALSE,FALSE,NA
"5216",FALSE,FALSE,FALSE,FALSE,NA
"5217",FALSE,FALSE,FALSE,FALSE,NA
"5218",FALSE,FALSE,FALSE,FALSE,NA
"5219",FALSE,FALSE,FALSE,FALSE,NA
"5220",FALSE,FALSE,FALSE,FALSE,NA
"5221",FALSE,FALSE,FALSE,FALSE,NA
"5222",FALSE,FALSE,FALSE,FALSE,NA
"5223",FALSE,FALSE,FALSE,FALSE,NA
"5224",FALSE,FALSE,FALSE,FALSE,NA
"5225",FALSE,FALSE,FALSE,FALSE,NA
"5226",FALSE,FALSE,FALSE,FALSE,NA
"5227",FALSE,FALSE,FALSE,FALSE,NA
"5228",FALSE,FALSE,FALSE,FALSE,NA
"5229",FALSE,FALSE,FALSE,FALSE,NA
"5230",FALSE,FALSE,FALSE,FALSE,NA
"5231",FALSE,FALSE,FALSE,FALSE,NA
"5232",FALSE,FALSE,FALSE,FALSE,NA
"5233",FALSE,FALSE,FALSE,FALSE,NA
"5234",FALSE,FALSE,FALSE,FALSE,NA
"5235",FALSE,FALSE,FALSE,FALSE,NA
"5236",FALSE,FALSE,FALSE,FALSE,NA
"5237",FALSE,FALSE,FALSE,FALSE,NA
"5238",FALSE,FALSE,FALSE,FALSE,NA
"5239",FALSE,FALSE,FALSE,FALSE,NA
"5240",FALSE,FALSE,FALSE,FALSE,NA
"5241",FALSE,FALSE,FALSE,FALSE,NA
"5242",FALSE,FALSE,FALSE,FALSE,NA
"5243",FALSE,FALSE,FALSE,FALSE,NA
"5244",FALSE,FALSE,FALSE,FALSE,NA
"5245",FALSE,FALSE,FALSE,FALSE,NA
"5246",FALSE,FALSE,FALSE,FALSE,NA
"5247",FALSE,FALSE,FALSE,FALSE,NA
"5248",FALSE,FALSE,FALSE,FALSE,NA
"5249",FALSE,FALSE,FALSE,FALSE,NA
"5250",FALSE,FALSE,FALSE,FALSE,NA
"5251",FALSE,FALSE,FALSE,FALSE,NA
"5252",FALSE,FALSE,FALSE,FALSE,NA
"5253",FALSE,FALSE,FALSE,FALSE,NA
"5254",FALSE,FALSE,FALSE,FALSE,NA
"5255",FALSE,FALSE,FALSE,FALSE,NA
"5256",FALSE,FALSE,FALSE,FALSE,NA
"5257",FALSE,FALSE,FALSE,FALSE,NA
"5258",FALSE,FALSE,FALSE,FALSE,NA
"5259",FALSE,FALSE,FALSE,FALSE,NA
"5260",FALSE,FALSE,FALSE,TRUE,"Parenchyma"
"5261",FALSE,FALSE,FALSE,TRUE,"Parenchyma"
"5262",FALSE,FALSE,FALSE,TRUE,"Parenchyma"
"5263",FALSE,FALSE,FALSE,TRUE,"Parenchyma"
"5264",FALSE,FALSE,FALSE,TRUE,"Parenchyma"
"5265",FALSE,FALSE,FALSE,TRUE,"Parenchyma"
"5266",FALSE,FALSE,FALSE,FALSE,NA
"5267",FALSE,FALSE,FALSE,FALSE,NA
"5268",FALSE,FALSE,FALSE,FALSE,NA
"5269",FALSE,FALSE,FALSE,FALSE,NA
"5270",FALSE,FALSE,FALSE,FALSE,NA
"5271",FALSE,FALSE,FALSE,FALSE,NA
"5272",FALSE,FALSE,FALSE,FALSE,NA
"5273",FALSE,FALSE,FALSE,FALSE,NA
"5274",FALSE,FALSE,FALSE,FALSE,NA
"5275",FALSE,FALSE,FALSE,FALSE,NA
"5276",FALSE,FALSE,FALSE,FALSE,NA
"5277",FALSE,FALSE,FALSE,FALSE,NA
"5278",FALSE,FALSE,FALSE,FALSE,NA
"5279",FALSE,FALSE,FALSE,FALSE,NA
"5280",FALSE,FALSE,FALSE,FALSE,NA
"5281",FALSE,FALSE,FALSE,FALSE,NA
"5282",FALSE,FALSE,FALSE,FALSE,NA
"5283",FALSE,FALSE,FALSE,FALSE,NA
"5284",FALSE,FALSE,FALSE,FALSE,NA
"5285",FALSE,FALSE,FALSE,FALSE,NA
"5286",FALSE,FALSE,FALSE,FALSE,NA
"5287",FALSE,FALSE,FALSE,FALSE,NA
"5288",FALSE,FALSE,FALSE,FALSE,NA
"5289",FALSE,FALSE,FALSE,FALSE,NA
"5290",FALSE,FALSE,FALSE,FALSE,NA
"5291",FALSE,FALSE,FALSE,FALSE,NA
"5292",FALSE,FALSE,FALSE,FALSE,NA
"5293",FALSE,FALSE,FALSE,FALSE,NA
"5294",FALSE,FALSE,FALSE,FALSE,NA
"5295",FALSE,FALSE,FALSE,FALSE,NA
"5296",FALSE,FALSE,FALSE,FALSE,NA
"5297",FALSE,FALSE,FALSE,FALSE,NA
"5298",FALSE,FALSE,FALSE,FALSE,NA
"5299",FALSE,FALSE,FALSE,FALSE,NA
"5300",FALSE,FALSE,FALSE,FALSE,NA
"5301",FALSE,FALSE,FALSE,FALSE,NA
"5302",FALSE,FALSE,FALSE,FALSE,NA
"5303",FALSE,FALSE,FALSE,FALSE,NA
"5304",FALSE,FALSE,FALSE,FALSE,NA
"5305",FALSE,FALSE,FALSE,FALSE,NA
"5306",FALSE,FALSE,FALSE,FALSE,NA
"5307",FALSE,FALSE,FALSE,FALSE,NA
"5308",FALSE,FALSE,FALSE,FALSE,NA
"5309",FALSE,FALSE,FALSE,FALSE,NA
"5310",FALSE,FALSE,FALSE,FALSE,NA
"5311",FALSE,FALSE,FALSE,FALSE,NA
"5312",FALSE,FALSE,FALSE,FALSE,NA
"5313",FALSE,FALSE,FALSE,FALSE,NA
"5314",FALSE,FALSE,FALSE,FALSE,NA
"5315",FALSE,FALSE,FALSE,FALSE,NA
"5316",FALSE,FALSE,FALSE,FALSE,NA
"5317",FALSE,FALSE,FALSE,FALSE,NA
"5318",FALSE,FALSE,FALSE,FALSE,NA
"5319",FALSE,FALSE,FALSE,FALSE,NA
"5320",FALSE,FALSE,FALSE,FALSE,NA
"5321",FALSE,FALSE,FALSE,FALSE,NA
"5322",FALSE,FALSE,FALSE,FALSE,NA
"5323",FALSE,FALSE,FALSE,FALSE,NA
"5324",FALSE,FALSE,FALSE,FALSE,NA
"5325",FALSE,FALSE,FALSE,FALSE,NA
"5326",FALSE,FALSE,FALSE,FALSE,NA
"5327",FALSE,FALSE,FALSE,FALSE,NA
"5328",FALSE,FALSE,FALSE,FALSE,NA
"5329",FALSE,FALSE,FALSE,FALSE,NA
"5330",FALSE,FALSE,FALSE,FALSE,NA
"5331",FALSE,FALSE,FALSE,FALSE,NA
"5332",FALSE,FALSE,FALSE,FALSE,NA
"5333",FALSE,FALSE,FALSE,FALSE,NA
"5334",FALSE,FALSE,FALSE,FALSE,NA
"5335",FALSE,FALSE,FALSE,FALSE,NA
"5336",FALSE,FALSE,FALSE,FALSE,NA
"5337",FALSE,FALSE,FALSE,FALSE,NA
"5338",FALSE,FALSE,FALSE,FALSE,NA
"5339",FALSE,FALSE,FALSE,FALSE,NA
"5340",FALSE,FALSE,FALSE,FALSE,NA
"5341",FALSE,FALSE,FALSE,FALSE,NA
"5342",FALSE,FALSE,FALSE,FALSE,NA
"5343",FALSE,FALSE,FALSE,FALSE,NA
"5344",FALSE,FALSE,FALSE,FALSE,NA
"5345",FALSE,FALSE,FALSE,FALSE,NA
"5346",FALSE,FALSE,FALSE,FALSE,NA
"5347",FALSE,FALSE,FALSE,FALSE,NA
"5348",FALSE,FALSE,FALSE,FALSE,NA
"5349",FALSE,FALSE,FALSE,FALSE,NA
"5350",FALSE,FALSE,FALSE,FALSE,NA
"5351",FALSE,FALSE,FALSE,FALSE,NA
"5352",FALSE,FALSE,FALSE,FALSE,NA
"5353",FALSE,FALSE,FALSE,FALSE,NA
"5354",FALSE,FALSE,FALSE,FALSE,NA
"5355",FALSE,FALSE,FALSE,FALSE,NA
"5356",FALSE,FALSE,FALSE,FALSE,NA
"5357",FALSE,FALSE,FALSE,FALSE,NA
"5358",FALSE,FALSE,FALSE,FALSE,NA
"5359",FALSE,FALSE,FALSE,FALSE,NA
"5360",FALSE,FALSE,FALSE,FALSE,NA
"5361",FALSE,FALSE,FALSE,FALSE,NA
"5362",FALSE,FALSE,FALSE,FALSE,NA
"5363",FALSE,FALSE,FALSE,FALSE,NA
"5364",FALSE,FALSE,FALSE,FALSE,NA
"5365",FALSE,FALSE,FALSE,FALSE,NA
"5366",FALSE,FALSE,FALSE,FALSE,NA
"5367",FALSE,FALSE,FALSE,FALSE,NA
"5368",FALSE,FALSE,FALSE,FALSE,NA
"5369",FALSE,FALSE,FALSE,FALSE,NA
"5370",FALSE,FALSE,FALSE,FALSE,NA
"5371",FALSE,FALSE,FALSE,FALSE,NA
"5372",FALSE,FALSE,FALSE,FALSE,NA
"5373",FALSE,FALSE,FALSE,FALSE,NA
"5374",FALSE,FALSE,FALSE,FALSE,NA
"5375",FALSE,FALSE,FALSE,FALSE,NA
"5376",FALSE,FALSE,FALSE,FALSE,NA
"5377",FALSE,FALSE,FALSE,FALSE,NA
"5378",FALSE,FALSE,FALSE,FALSE,NA
"5379",FALSE,FALSE,FALSE,FALSE,NA
"5380",FALSE,FALSE,FALSE,FALSE,NA
"5381",FALSE,FALSE,FALSE,FALSE,NA
"5382",FALSE,FALSE,FALSE,FALSE,NA
"5383",FALSE,FALSE,FALSE,FALSE,NA
"5384",FALSE,FALSE,FALSE,FALSE,NA
"5385",FALSE,FALSE,FALSE,FALSE,NA
"5386",FALSE,FALSE,FALSE,FALSE,NA
"5387",FALSE,FALSE,FALSE,FALSE,NA
"5388",FALSE,FALSE,FALSE,FALSE,NA
"5389",FALSE,FALSE,FALSE,FALSE,NA
"5390",FALSE,FALSE,FALSE,FALSE,NA
"5391",FALSE,FALSE,FALSE,FALSE,NA
"5392",FALSE,FALSE,FALSE,FALSE,NA
"5393",FALSE,FALSE,FALSE,FALSE,NA
"5394",FALSE,FALSE,FALSE,FALSE,NA
"5395",FALSE,FALSE,FALSE,FALSE,NA
"5396",FALSE,FALSE,FALSE,FALSE,NA
"5397",FALSE,FALSE,FALSE,FALSE,NA
"5398",FALSE,FALSE,FALSE,FALSE,NA
"5399",FALSE,FALSE,FALSE,FALSE,NA
"5400",FALSE,FALSE,FALSE,FALSE,NA
"5401",FALSE,FALSE,FALSE,FALSE,NA
"5402",FALSE,FALSE,FALSE,FALSE,NA
"5403",FALSE,FALSE,FALSE,FALSE,NA
"5404",FALSE,FALSE,FALSE,FALSE,NA
"5405",FALSE,FALSE,FALSE,FALSE,NA
"5406",FALSE,FALSE,FALSE,FALSE,NA
"5407",FALSE,FALSE,FALSE,FALSE,NA
"5408",FALSE,FALSE,FALSE,FALSE,NA
"5409",FALSE,FALSE,FALSE,FALSE,NA
"5410",FALSE,FALSE,FALSE,FALSE,NA
"5411",FALSE,FALSE,FALSE,FALSE,NA
"5412",FALSE,FALSE,FALSE,FALSE,NA
"5413",FALSE,FALSE,FALSE,FALSE,NA
"5414",FALSE,FALSE,FALSE,FALSE,NA
"5415",FALSE,FALSE,FALSE,FALSE,NA
"5416",FALSE,FALSE,FALSE,FALSE,NA
"5417",FALSE,FALSE,FALSE,FALSE,NA
"5418",FALSE,FALSE,FALSE,FALSE,NA
"5419",FALSE,FALSE,FALSE,FALSE,NA
"5420",FALSE,FALSE,FALSE,FALSE,NA
"5421",FALSE,FALSE,FALSE,FALSE,NA
"5422",FALSE,FALSE,FALSE,FALSE,NA
"5423",FALSE,FALSE,FALSE,FALSE,NA
"5424",FALSE,FALSE,FALSE,FALSE,NA
"5425",FALSE,FALSE,FALSE,FALSE,NA
"5426",FALSE,FALSE,FALSE,FALSE,NA
"5427",FALSE,FALSE,FALSE,FALSE,NA
"5428",FALSE,FALSE,FALSE,FALSE,NA
"5429",FALSE,FALSE,FALSE,FALSE,NA
"5430",FALSE,FALSE,FALSE,FALSE,NA
"5431",FALSE,FALSE,FALSE,FALSE,NA
"5432",FALSE,FALSE,FALSE,FALSE,NA
"5433",FALSE,FALSE,FALSE,FALSE,NA
"5434",FALSE,FALSE,FALSE,FALSE,NA
"5435",FALSE,FALSE,FALSE,FALSE,NA
"5436",FALSE,FALSE,FALSE,FALSE,NA
"5437",FALSE,FALSE,FALSE,FALSE,NA
"5438",FALSE,FALSE,FALSE,FALSE,NA
"5439",FALSE,FALSE,FALSE,FALSE,NA
"5440",FALSE,FALSE,FALSE,FALSE,NA
"5441",FALSE,FALSE,FALSE,FALSE,NA
"5442",FALSE,FALSE,FALSE,FALSE,NA
"5443",FALSE,FALSE,FALSE,FALSE,NA
"5444",FALSE,FALSE,FALSE,FALSE,NA
"5445",FALSE,FALSE,FALSE,FALSE,NA
"5446",FALSE,FALSE,FALSE,FALSE,NA
"5447",FALSE,FALSE,FALSE,FALSE,NA
"5448",FALSE,FALSE,FALSE,FALSE,NA
"5449",FALSE,FALSE,FALSE,FALSE,NA
"5450",FALSE,FALSE,FALSE,FALSE,NA
"5451",FALSE,FALSE,FALSE,FALSE,NA
"5452",FALSE,FALSE,FALSE,FALSE,NA
"5453",FALSE,FALSE,FALSE,FALSE,NA
"5454",FALSE,FALSE,FALSE,FALSE,NA
"5455",FALSE,FALSE,FALSE,FALSE,NA
"5456",FALSE,FALSE,FALSE,FALSE,NA
"5457",FALSE,FALSE,FALSE,FALSE,NA
"5458",FALSE,FALSE,FALSE,FALSE,NA
"5459",FALSE,FALSE,FALSE,FALSE,NA
"5460",FALSE,FALSE,FALSE,FALSE,NA
"5461",FALSE,FALSE,FALSE,FALSE,NA
"5462",FALSE,FALSE,FALSE,FALSE,NA
"5463",FALSE,FALSE,FALSE,TRUE,"Parenchyma"
"5464",FALSE,FALSE,FALSE,TRUE,"Parenchyma"
"5465",FALSE,FALSE,FALSE,TRUE,"Parenchyma"
"5466",FALSE,FALSE,FALSE,TRUE,"Parenchyma"
"5467",FALSE,FALSE,FALSE,TRUE,"Parenchyma"
"5468",FALSE,FALSE,FALSE,TRUE,"Parenchyma"
"5469",FALSE,FALSE,FALSE,TRUE,"Parenchyma"
"5470",FALSE,FALSE,FALSE,TRUE,"Parenchyma"
"5471",FALSE,FALSE,FALSE,TRUE,"Parenchyma"
"5472",FALSE,FALSE,FALSE,FALSE,NA
"5473",FALSE,FALSE,FALSE,FALSE,NA
"5474",FALSE,FALSE,FALSE,FALSE,NA
"5475",FALSE,FALSE,FALSE,FALSE,NA
"5476",FALSE,FALSE,FALSE,FALSE,NA
"5477",FALSE,FALSE,FALSE,FALSE,NA
"5478",FALSE,FALSE,FALSE,FALSE,NA
"5479",FALSE,FALSE,FALSE,FALSE,NA
"5480",FALSE,FALSE,FALSE,FALSE,NA
"5481",FALSE,FALSE,FALSE,FALSE,NA
"5482",FALSE,FALSE,FALSE,FALSE,NA
"5483",FALSE,FALSE,FALSE,FALSE,NA
"5484",FALSE,FALSE,FALSE,FALSE,NA
"5485",FALSE,FALSE,FALSE,FALSE,NA
"5486",FALSE,FALSE,FALSE,FALSE,NA
"5487",FALSE,FALSE,FALSE,FALSE,NA
"5488",FALSE,FALSE,FALSE,FALSE,NA
"5489",FALSE,FALSE,FALSE,FALSE,NA
"5490",FALSE,FALSE,FALSE,FALSE,NA
"5491",FALSE,FALSE,FALSE,FALSE,NA
"5492",FALSE,FALSE,FALSE,FALSE,NA
"5493",FALSE,FALSE,FALSE,FALSE,NA
"5494",FALSE,FALSE,FALSE,FALSE,NA
"5495",FALSE,FALSE,FALSE,FALSE,NA
"5496",FALSE,FALSE,FALSE,FALSE,NA
"5497",FALSE,FALSE,FALSE,FALSE,NA
"5498",FALSE,FALSE,FALSE,FALSE,NA
"5499",FALSE,FALSE,FALSE,FALSE,NA
"5500",FALSE,FALSE,FALSE,FALSE,NA
"5501",FALSE,FALSE,FALSE,FALSE,NA
"5502",FALSE,FALSE,FALSE,FALSE,NA
"5503",FALSE,FALSE,FALSE,FALSE,NA
"5504",FALSE,FALSE,FALSE,FALSE,NA
"5505",FALSE,FALSE,FALSE,FALSE,NA
"5506",FALSE,FALSE,FALSE,FALSE,NA
"5507",FALSE,FALSE,FALSE,FALSE,NA
"5508",FALSE,FALSE,FALSE,FALSE,NA
"5509",FALSE,FALSE,FALSE,FALSE,NA
"5510",FALSE,FALSE,FALSE,FALSE,NA
"5511",FALSE,FALSE,FALSE,FALSE,NA
"5512",FALSE,FALSE,FALSE,FALSE,NA
"5513",FALSE,FALSE,FALSE,FALSE,NA
"5514",FALSE,FALSE,FALSE,FALSE,NA
"5515",FALSE,FALSE,FALSE,FALSE,NA
"5516",FALSE,FALSE,FALSE,FALSE,NA
"5517",FALSE,FALSE,FALSE,FALSE,NA
"5518",FALSE,FALSE,FALSE,FALSE,NA
"5519",FALSE,FALSE,FALSE,FALSE,NA
"5520",FALSE,FALSE,FALSE,FALSE,NA
"5521",FALSE,FALSE,FALSE,FALSE,NA
"5522",FALSE,FALSE,FALSE,FALSE,NA
"5523",FALSE,FALSE,FALSE,FALSE,NA
"5524",FALSE,FALSE,FALSE,FALSE,NA
"5525",FALSE,FALSE,FALSE,FALSE,NA
"5526",FALSE,FALSE,FALSE,FALSE,NA
"5527",FALSE,FALSE,FALSE,FALSE,NA
"5528",FALSE,FALSE,FALSE,FALSE,NA
"5529",FALSE,FALSE,FALSE,FALSE,NA
"5530",FALSE,FALSE,FALSE,FALSE,NA
"5531",FALSE,FALSE,FALSE,FALSE,NA
"5532",FALSE,FALSE,FALSE,FALSE,NA
