"","tissue_roi1","tissue_roi2","tissue_roi3","tissue_roi4","tissue_roi5","tissue_roi6"
"16233",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16234",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16235",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16236",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16237",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16238",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16239",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16240",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16241",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16242",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16243",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16244",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16245",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16247",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16248",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16249",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16250",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16251",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16252",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16253",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16254",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16255",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16256",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16257",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16258",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16259",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16260",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16261",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16262",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16263",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16264",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16265",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16266",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16267",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16268",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16269",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16270",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16271",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16272",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16273",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16274",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16275",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16276",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16277",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16278",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16279",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16280",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16281",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16282",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16283",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16284",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16285",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16286",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16287",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16288",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16289",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16290",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16291",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16292",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16293",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16294",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16295",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16296",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16297",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16298",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16299",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16300",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16301",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16302",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16303",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16304",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16305",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16306",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16307",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16308",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16309",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16310",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16311",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16312",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16313",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16314",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16315",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16316",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16317",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16318",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16319",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16320",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16321",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16322",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16323",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16324",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16325",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16326",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16327",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16328",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16329",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16330",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16331",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16332",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16333",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16334",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16335",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16336",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16337",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16338",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16339",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16340",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16341",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16342",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16343",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16344",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16345",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16346",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16347",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16348",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16349",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16350",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16351",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16352",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16353",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16354",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16355",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16356",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16357",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16358",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16359",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16360",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16361",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16362",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16363",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16364",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16365",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16366",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16367",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16368",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16369",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16370",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16371",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16372",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16373",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16374",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16375",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16376",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16377",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16378",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16379",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16380",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16381",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16382",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16383",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16384",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16385",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16386",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16387",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16388",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16389",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16390",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16391",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16392",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16393",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16394",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16395",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16396",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16397",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16398",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16399",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16400",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16401",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16402",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16403",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16404",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16405",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16406",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16407",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16408",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16409",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16410",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16411",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16412",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16413",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16414",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16415",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16416",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16417",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16418",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16419",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16420",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16421",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16422",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16423",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16424",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16425",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16426",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16427",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16428",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16429",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16430",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16431",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16432",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16433",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16434",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16435",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16436",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16437",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16438",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16439",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16440",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16441",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16442",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16443",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16444",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16445",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16446",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16447",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16448",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16449",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16450",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16451",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16452",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16453",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16454",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16455",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16456",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16457",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16458",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16459",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16460",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16461",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16462",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16463",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16464",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16465",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16466",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16467",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16468",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16469",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16470",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16471",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16472",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16473",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16474",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16475",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16476",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16477",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16478",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16479",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16480",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16481",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16482",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16483",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16484",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16485",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16486",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16487",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16488",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16489",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16490",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16491",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16492",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16493",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16494",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16495",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16496",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16497",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16498",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16499",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16500",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16501",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16502",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16503",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16504",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16505",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16506",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16507",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16508",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16509",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16510",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16511",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16512",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16513",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16514",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16515",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16516",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16517",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16518",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16519",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16520",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16521",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16522",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16523",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16524",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16525",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16526",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16527",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16528",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16529",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16530",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16531",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16532",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16533",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16534",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16535",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16536",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16537",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16538",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16539",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16540",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16541",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16542",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16543",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16544",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16545",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16546",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16547",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16548",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16549",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16550",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16551",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16552",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16553",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16554",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16555",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16556",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16557",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16558",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16559",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16560",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16561",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16562",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16563",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16564",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16565",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16566",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16567",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16568",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16569",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16570",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16571",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16572",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16573",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16574",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16575",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16576",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16577",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16578",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16579",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16580",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16581",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16582",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16583",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16584",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16585",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16586",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16587",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16588",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16589",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16590",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16591",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16592",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16593",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16594",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16595",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16596",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16597",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16598",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16599",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16600",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16601",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16602",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16603",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16604",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16605",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16606",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"16607",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16608",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16609",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16610",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16611",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16612",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16613",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16614",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16615",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16616",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16617",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16618",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16619",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16620",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16621",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16622",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16623",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16624",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16625",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16626",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16627",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16628",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16629",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16630",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16631",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16632",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16633",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16634",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16635",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16636",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16637",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16638",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16639",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16640",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16641",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16642",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
